Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
#date+analysis,#country+code,#population,#loc+level1,#loc+area,#period+v_ipc,#date+start,#date+end,#severity+v_ipc,#affected+num,#affected+pct
Aug 2023,SOM,16955266,Middle Juba,Jilib (2),current,2023-08-01,2023-09-30,1,15084,0.65
Aug 2023,SOM,16955266,Middle Juba,Jilib (2),current,2023-08-01,2023-09-30,2,4641,0.2
Aug 2023,SOM,16955266,Middle Juba,Jilib (2),current,2023-08-01,2023-09-30,3,3481,0.15
Aug 2023,SOM,16955266,Middle Juba,Jilib (2),current,2023-08-01,2023-09-30,4,0,0
Aug 2023,SOM,16955266,Middle Juba,Jilib (2),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Middle Juba,Jilib (2),projected,2023-10-01,2023-12-31,all,23207,1.0
Aug 2023,SOM,16955266,Middle Juba,Jilib (2),projected,2023-10-01,2023-12-31,3+,5801,0.25
Aug 2023,SOM,16955266,Middle Juba,Jilib (2),projected,2023-10-01,2023-12-31,1,10443,0.45
Aug 2023,SOM,16955266,Middle Juba,Jilib (2),projected,2023-10-01,2023-12-31,2,6962,0.3
Aug 2023,SOM,16955266,Middle Juba,Jilib (2),projected,2023-10-01,2023-12-31,3,5801,0.25
Aug 2023,SOM,16955266,Middle Juba,Jilib (2),projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Middle Juba,Jilib (2),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Middle Juba,Jilib (3),current,2023-08-01,2023-09-30,all,23217,1.0
Aug 2023,SOM,16955266,Middle Juba,Jilib (3),current,2023-08-01,2023-09-30,3+,3482,0.15
Aug 2023,SOM,16955266,Middle Juba,Jilib (3),current,2023-08-01,2023-09-30,1,15091,0.65
Aug 2023,SOM,16955266,Middle Juba,Jilib (3),current,2023-08-01,2023-09-30,2,4643,0.2
Aug 2023,SOM,16955266,Middle Juba,Jilib (3),current,2023-08-01,2023-09-30,3,3482,0.15
Aug 2023,SOM,16955266,Middle Juba,Jilib (3),current,2023-08-01,2023-09-30,4,0,0
Aug 2023,SOM,16955266,Middle Juba,Jilib (3),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Middle Juba,Jilib (3),projected,2023-10-01,2023-12-31,all,23217,1.0
Aug 2023,SOM,16955266,Middle Juba,Jilib (3),projected,2023-10-01,2023-12-31,3+,2321,0.1
Aug 2023,SOM,16955266,Middle Juba,Jilib (3),projected,2023-10-01,2023-12-31,1,13930,0.6
Aug 2023,SOM,16955266,Middle Juba,Jilib (3),projected,2023-10-01,2023-12-31,2,6965,0.3
Aug 2023,SOM,16955266,Middle Juba,Jilib (3),projected,2023-10-01,2023-12-31,3,2321,0.1
Aug 2023,SOM,16955266,Middle Juba,Jilib (3),projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Middle Juba,Jilib (3),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Middle Juba,Saakow (3),current,2023-08-01,2023-09-30,all,14412,1.0
Aug 2023,SOM,16955266,Middle Juba,Saakow (3),current,2023-08-01,2023-09-30,3+,1441,0.1
Aug 2023,SOM,16955266,Middle Juba,Saakow (3),current,2023-08-01,2023-09-30,1,7206,0.5
Aug 2023,SOM,16955266,Middle Juba,Saakow (3),current,2023-08-01,2023-09-30,2,5764,0.4
Aug 2023,SOM,16955266,Middle Juba,Saakow (3),current,2023-08-01,2023-09-30,3,1441,0.1
Aug 2023,SOM,16955266,Middle Juba,Saakow (3),current,2023-08-01,2023-09-30,4,0,0
Aug 2023,SOM,16955266,Middle Juba,Saakow (3),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Middle Juba,Saakow (3),projected,2023-10-01,2023-12-31,all,14412,1.0
Aug 2023,SOM,16955266,Middle Juba,Saakow (3),projected,2023-10-01,2023-12-31,3+,7926,0.55
Aug 2023,SOM,16955266,Middle Juba,Saakow (3),projected,2023-10-01,2023-12-31,1,4323,0.3
Aug 2023,SOM,16955266,Middle Juba,Saakow (3),projected,2023-10-01,2023-12-31,2,2161,0.15
Aug 2023,SOM,16955266,Middle Juba,Saakow (3),projected,2023-10-01,2023-12-31,3,3603,0.25
Aug 2023,SOM,16955266,Middle Juba,Saakow (3),projected,2023-10-01,2023-12-31,4,4323,0.3
Aug 2023,SOM,16955266,Middle Juba,Saakow (3),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Middle Juba,Jilib (1),current,2023-08-01,2023-09-30,all,41269,1.0
Aug 2023,SOM,16955266,Middle Juba,Jilib (1),current,2023-08-01,2023-09-30,3+,4126,0.1
Aug 2023,SOM,16955266,Middle Juba,Jilib (1),current,2023-08-01,2023-09-30,1,20634,0.5
Aug 2023,SOM,16955266,Middle Juba,Jilib (1),current,2023-08-01,2023-09-30,2,16507,0.4
Aug 2023,SOM,16955266,Middle Juba,Jilib (1),current,2023-08-01,2023-09-30,3,4126,0.1
Aug 2023,SOM,16955266,Middle Juba,Jilib (1),current,2023-08-01,2023-09-30,4,0,0
Aug 2023,SOM,16955266,Middle Juba,Jilib (1),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Middle Juba,Jilib (1),projected,2023-10-01,2023-12-31,all,41269,1.0
Aug 2023,SOM,16955266,Middle Juba,Jilib (1),projected,2023-10-01,2023-12-31,3+,22697,0.55
Aug 2023,SOM,16955266,Middle Juba,Jilib (1),projected,2023-10-01,2023-12-31,1,12380,0.3
Aug 2023,SOM,16955266,Middle Juba,Jilib (1),projected,2023-10-01,2023-12-31,2,6190,0.15
Aug 2023,SOM,16955266,Middle Juba,Jilib (1),projected,2023-10-01,2023-12-31,3,10317,0.25
Aug 2023,SOM,16955266,Middle Juba,Jilib (1),projected,2023-10-01,2023-12-31,4,12380,0.3
Aug 2023,SOM,16955266,Middle Juba,Jilib (1),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Middle Juba,Saakow,current,2023-08-01,2023-09-30,all,9606,1.0
Aug 2023,SOM,16955266,Middle Juba,Saakow,current,2023-08-01,2023-09-30,3+,960,0.1
Aug 2023,SOM,16955266,Middle Juba,Saakow,current,2023-08-01,2023-09-30,1,7684,0.8
Aug 2023,SOM,16955266,Middle Juba,Saakow,current,2023-08-01,2023-09-30,2,960,0.1
Aug 2023,SOM,16955266,Middle Juba,Saakow,current,2023-08-01,2023-09-30,3,960,0.1
Aug 2023,SOM,16955266,Middle Juba,Saakow,current,2023-08-01,2023-09-30,4,0,0
Aug 2023,SOM,16955266,Middle Juba,Saakow,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Middle Juba,Saakow,projected,2023-10-01,2023-12-31,all,9606,1.0
Aug 2023,SOM,16955266,Middle Juba,Saakow,projected,2023-10-01,2023-12-31,3+,480,0.05
Aug 2023,SOM,16955266,Middle Juba,Saakow,projected,2023-10-01,2023-12-31,1,8165,0.85
Aug 2023,SOM,16955266,Middle Juba,Saakow,projected,2023-10-01,2023-12-31,2,960,0.1
Aug 2023,SOM,16955266,Middle Juba,Saakow,projected,2023-10-01,2023-12-31,3,480,0.05
Aug 2023,SOM,16955266,Middle Juba,Saakow,projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Middle Juba,Saakow,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Middle Juba,Jilib,current,2023-08-01,2023-09-30,all,10310,1.0
Aug 2023,SOM,16955266,Middle Juba,Jilib,current,2023-08-01,2023-09-30,3+,1031,0.1
Aug 2023,SOM,16955266,Middle Juba,Jilib,current,2023-08-01,2023-09-30,1,8248,0.8
Aug 2023,SOM,16955266,Middle Juba,Jilib,current,2023-08-01,2023-09-30,2,1031,0.1
Aug 2023,SOM,16955266,Middle Juba,Jilib,current,2023-08-01,2023-09-30,3,1031,0.1
Aug 2023,SOM,16955266,Middle Juba,Jilib,current,2023-08-01,2023-09-30,4,0,0
Aug 2023,SOM,16955266,Middle Juba,Jilib,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Middle Juba,Jilib,projected,2023-10-01,2023-12-31,all,10310,1.0
Aug 2023,SOM,16955266,Middle Juba,Jilib,projected,2023-10-01,2023-12-31,3+,515,0.05
Aug 2023,SOM,16955266,Middle Juba,Jilib,projected,2023-10-01,2023-12-31,1,8763,0.85
Aug 2023,SOM,16955266,Middle Juba,Jilib,projected,2023-10-01,2023-12-31,2,1031,0.1
Aug 2023,SOM,16955266,Middle Juba,Jilib,projected,2023-10-01,2023-12-31,3,515,0.05
Aug 2023,SOM,16955266,Middle Juba,Jilib,projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Middle Juba,Jilib,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Middle Juba,Saakow (1),current,2023-08-01,2023-09-30,all,6486,1.0
Aug 2023,SOM,16955266,Middle Juba,Saakow (1),current,2023-08-01,2023-09-30,3+,972,0.15
Aug 2023,SOM,16955266,Middle Juba,Saakow (1),current,2023-08-01,2023-09-30,1,3567,0.55
Aug 2023,SOM,16955266,Middle Juba,Saakow (1),current,2023-08-01,2023-09-30,2,1945,0.3
Aug 2023,SOM,16955266,Middle Juba,Saakow (1),current,2023-08-01,2023-09-30,3,972,0.15
Aug 2023,SOM,16955266,Middle Juba,Saakow (1),current,2023-08-01,2023-09-30,4,0,0
Aug 2023,SOM,16955266,Middle Juba,Saakow (1),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Middle Juba,Saakow (1),projected,2023-10-01,2023-12-31,all,6486,1.0
Aug 2023,SOM,16955266,Middle Juba,Saakow (1),projected,2023-10-01,2023-12-31,3+,1297,0.2
Aug 2023,SOM,16955266,Middle Juba,Saakow (1),projected,2023-10-01,2023-12-31,1,1945,0.3
Aug 2023,SOM,16955266,Middle Juba,Saakow (1),projected,2023-10-01,2023-12-31,2,3243,0.5
Aug 2023,SOM,16955266,Middle Juba,Saakow (1),projected,2023-10-01,2023-12-31,3,1297,0.2
Aug 2023,SOM,16955266,Middle Juba,Saakow (1),projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Middle Juba,Saakow (1),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (2),current,2023-08-01,2023-09-30,all,24480,1.0
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (2),current,2023-08-01,2023-09-30,3+,2448,0.1
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (2),current,2023-08-01,2023-09-30,1,12240,0.5
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (2),current,2023-08-01,2023-09-30,2,9792,0.4
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (2),current,2023-08-01,2023-09-30,3,2448,0.1
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (2),current,2023-08-01,2023-09-30,4,0,0
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (2),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (2),projected,2023-10-01,2023-12-31,all,24480,1.0
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (2),projected,2023-10-01,2023-12-31,3+,13464,0.55
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (2),projected,2023-10-01,2023-12-31,1,7344,0.3
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (2),projected,2023-10-01,2023-12-31,2,3672,0.15
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (2),projected,2023-10-01,2023-12-31,3,6120,0.25
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (2),projected,2023-10-01,2023-12-31,4,7344,0.3
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (2),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (4),current,2023-08-01,2023-09-30,all,3291,1.0
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (4),current,2023-08-01,2023-09-30,3+,329,0.1
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (4),current,2023-08-01,2023-09-30,1,1645,0.5
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (4),current,2023-08-01,2023-09-30,2,1316,0.4
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (4),current,2023-08-01,2023-09-30,3,329,0.1
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (4),current,2023-08-01,2023-09-30,4,0,0
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (4),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (4),projected,2023-10-01,2023-12-31,all,3291,1.0
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (4),projected,2023-10-01,2023-12-31,3+,1809,0.55
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (4),projected,2023-10-01,2023-12-31,1,987,0.3
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (4),projected,2023-10-01,2023-12-31,2,493,0.15
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (4),projected,2023-10-01,2023-12-31,3,822,0.25
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (4),projected,2023-10-01,2023-12-31,4,987,0.3
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (4),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Middle Juba,Bu'aale,current,2023-08-01,2023-09-30,all,2885,1.0
Aug 2023,SOM,16955266,Middle Juba,Bu'aale,current,2023-08-01,2023-09-30,3+,288,0.1
Aug 2023,SOM,16955266,Middle Juba,Bu'aale,current,2023-08-01,2023-09-30,1,2308,0.8
Aug 2023,SOM,16955266,Middle Juba,Bu'aale,current,2023-08-01,2023-09-30,2,288,0.1
Aug 2023,SOM,16955266,Middle Juba,Bu'aale,current,2023-08-01,2023-09-30,3,288,0.1
Aug 2023,SOM,16955266,Middle Juba,Bu'aale,current,2023-08-01,2023-09-30,4,0,0
Aug 2023,SOM,16955266,Middle Juba,Bu'aale,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Middle Juba,Bu'aale,projected,2023-10-01,2023-12-31,all,2885,1.0
Aug 2023,SOM,16955266,Middle Juba,Bu'aale,projected,2023-10-01,2023-12-31,3+,144,0.05
Aug 2023,SOM,16955266,Middle Juba,Bu'aale,projected,2023-10-01,2023-12-31,1,2452,0.85
Aug 2023,SOM,16955266,Middle Juba,Bu'aale,projected,2023-10-01,2023-12-31,2,288,0.1
Aug 2023,SOM,16955266,Middle Juba,Bu'aale,projected,2023-10-01,2023-12-31,3,144,0.05
Aug 2023,SOM,16955266,Middle Juba,Bu'aale,projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Middle Juba,Bu'aale,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (5),current,2023-08-01,2023-09-30,all,8661,1.0
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (5),current,2023-08-01,2023-09-30,3+,1299,0.15
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (5),current,2023-08-01,2023-09-30,1,5629,0.65
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (5),current,2023-08-01,2023-09-30,2,1732,0.2
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (5),current,2023-08-01,2023-09-30,3,1299,0.15
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (5),current,2023-08-01,2023-09-30,4,0,0
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (5),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (5),projected,2023-10-01,2023-12-31,all,8661,1.0
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (5),projected,2023-10-01,2023-12-31,3+,866,0.1
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (5),projected,2023-10-01,2023-12-31,1,5196,0.6
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (5),projected,2023-10-01,2023-12-31,2,2598,0.3
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (5),projected,2023-10-01,2023-12-31,3,866,0.1
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (5),projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (5),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (1),current,2023-08-01,2023-09-30,all,11146,1.0
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (1),current,2023-08-01,2023-09-30,3+,3343,0.3
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (1),current,2023-08-01,2023-09-30,1,2786,0.25
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (1),current,2023-08-01,2023-09-30,2,5015,0.45
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (1),current,2023-08-01,2023-09-30,3,2786,0.25
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (1),current,2023-08-01,2023-09-30,4,557,0.05
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (1),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (1),projected,2023-10-01,2023-12-31,all,11146,1.0
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (1),projected,2023-10-01,2023-12-31,3+,3343,0.3
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (1),projected,2023-10-01,2023-12-31,1,2786,0.25
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (1),projected,2023-10-01,2023-12-31,2,5015,0.45
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (1),projected,2023-10-01,2023-12-31,3,2786,0.25
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (1),projected,2023-10-01,2023-12-31,4,557,0.05
Aug 2023,SOM,16955266,Middle Juba,Bu'aale (1),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Sanaag,Laasqoray (1),current,2023-08-01,2023-09-30,all,27706,1.0
Aug 2023,SOM,16955266,Sanaag,Laasqoray (1),current,2023-08-01,2023-09-30,3+,5540,0.2
Aug 2023,SOM,16955266,Sanaag,Laasqoray (1),current,2023-08-01,2023-09-30,1,12467,0.45
Aug 2023,SOM,16955266,Sanaag,Laasqoray (1),current,2023-08-01,2023-09-30,2,9697,0.35
Aug 2023,SOM,16955266,Sanaag,Laasqoray (1),current,2023-08-01,2023-09-30,3,4155,0.15
Aug 2023,SOM,16955266,Sanaag,Laasqoray (1),current,2023-08-01,2023-09-30,4,1385,0.05
Aug 2023,SOM,16955266,Sanaag,Laasqoray (1),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Sanaag,Laasqoray (1),projected,2023-10-01,2023-12-31,all,27706,1.0
Aug 2023,SOM,16955266,Sanaag,Laasqoray (1),projected,2023-10-01,2023-12-31,3+,5541,0.2
Aug 2023,SOM,16955266,Sanaag,Laasqoray (1),projected,2023-10-01,2023-12-31,1,11082,0.4
Aug 2023,SOM,16955266,Sanaag,Laasqoray (1),projected,2023-10-01,2023-12-31,2,11082,0.4
Aug 2023,SOM,16955266,Sanaag,Laasqoray (1),projected,2023-10-01,2023-12-31,3,5541,0.2
Aug 2023,SOM,16955266,Sanaag,Laasqoray (1),projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Sanaag,Laasqoray (1),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo urban,current,2023-08-01,2023-09-30,all,36928,1.0
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo urban,current,2023-08-01,2023-09-30,3+,5538,0.15
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo urban,current,2023-08-01,2023-09-30,1,22156,0.6
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo urban,current,2023-08-01,2023-09-30,2,9232,0.25
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo urban,current,2023-08-01,2023-09-30,3,3692,0.1
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo urban,current,2023-08-01,2023-09-30,4,1846,0.05
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo urban,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo urban,projected,2023-10-01,2023-12-31,all,36928,1.0
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo urban,projected,2023-10-01,2023-12-31,3+,3692,0.1
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo urban,projected,2023-10-01,2023-12-31,1,25849,0.7
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo urban,projected,2023-10-01,2023-12-31,2,7385,0.2
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo urban,projected,2023-10-01,2023-12-31,3,3692,0.1
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo urban,projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo urban,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps,current,2023-08-01,2023-09-30,all,219,1.0
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps,current,2023-08-01,2023-09-30,3+,31,0.15
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps,current,2023-08-01,2023-09-30,1,120,0.55
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps,current,2023-08-01,2023-09-30,2,65,0.3
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps,current,2023-08-01,2023-09-30,3,21,0.1
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps,current,2023-08-01,2023-09-30,4,10,0.05
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps,projected,2023-10-01,2023-12-31,all,219,1.0
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps,projected,2023-10-01,2023-12-31,3+,53,0.25
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps,projected,2023-10-01,2023-12-31,1,87,0.4
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps,projected,2023-10-01,2023-12-31,2,76,0.35
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps,projected,2023-10-01,2023-12-31,3,43,0.2
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps,projected,2023-10-01,2023-12-31,4,10,0.05
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo (1),current,2023-08-01,2023-09-30,all,49359,1.0
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo (1),current,2023-08-01,2023-09-30,3+,12338,0.25
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo (1),current,2023-08-01,2023-09-30,1,19743,0.4
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo (1),current,2023-08-01,2023-09-30,2,17275,0.35
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo (1),current,2023-08-01,2023-09-30,3,9871,0.2
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo (1),current,2023-08-01,2023-09-30,4,2467,0.05
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo (1),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo (1),projected,2023-10-01,2023-12-31,all,49359,1.0
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo (1),projected,2023-10-01,2023-12-31,3+,12338,0.25
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo (1),projected,2023-10-01,2023-12-31,1,19743,0.4
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo (1),projected,2023-10-01,2023-12-31,2,17275,0.35
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo (1),projected,2023-10-01,2023-12-31,3,9871,0.2
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo (1),projected,2023-10-01,2023-12-31,4,2467,0.05
Aug 2023,SOM,16955266,Sanaag,Ceerigaabo (1),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Sanaag,Ceel afweyn urban,current,2023-08-01,2023-09-30,all,13114,1.0
Aug 2023,SOM,16955266,Sanaag,Ceel afweyn urban,current,2023-08-01,2023-09-30,3+,1966,0.15
Aug 2023,SOM,16955266,Sanaag,Ceel afweyn urban,current,2023-08-01,2023-09-30,1,7868,0.6
Aug 2023,SOM,16955266,Sanaag,Ceel afweyn urban,current,2023-08-01,2023-09-30,2,3278,0.25
Aug 2023,SOM,16955266,Sanaag,Ceel afweyn urban,current,2023-08-01,2023-09-30,3,1311,0.1
Aug 2023,SOM,16955266,Sanaag,Ceel afweyn urban,current,2023-08-01,2023-09-30,4,655,0.05
Aug 2023,SOM,16955266,Sanaag,Ceel afweyn urban,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Sanaag,Ceel afweyn urban,projected,2023-10-01,2023-12-31,all,13114,1.0
Aug 2023,SOM,16955266,Sanaag,Ceel afweyn urban,projected,2023-10-01,2023-12-31,3+,1311,0.1
Aug 2023,SOM,16955266,Sanaag,Ceel afweyn urban,projected,2023-10-01,2023-12-31,1,9179,0.7
Aug 2023,SOM,16955266,Sanaag,Ceel afweyn urban,projected,2023-10-01,2023-12-31,2,2622,0.2
Aug 2023,SOM,16955266,Sanaag,Ceel afweyn urban,projected,2023-10-01,2023-12-31,3,1311,0.1
Aug 2023,SOM,16955266,Sanaag,Ceel afweyn urban,projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Sanaag,Ceel afweyn urban,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps rural,current,2023-08-01,2023-09-30,all,4871,1.0
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps rural,current,2023-08-01,2023-09-30,3+,1217,0.25
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps rural,current,2023-08-01,2023-09-30,1,1948,0.4
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps rural,current,2023-08-01,2023-09-30,2,1704,0.35
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps rural,current,2023-08-01,2023-09-30,3,974,0.2
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps rural,current,2023-08-01,2023-09-30,4,243,0.05
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps rural,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps rural,projected,2023-10-01,2023-12-31,all,4871,1.0
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps rural,projected,2023-10-01,2023-12-31,3+,1217,0.25
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps rural,projected,2023-10-01,2023-12-31,1,1948,0.4
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps rural,projected,2023-10-01,2023-12-31,2,1704,0.35
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps rural,projected,2023-10-01,2023-12-31,3,974,0.2
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps rural,projected,2023-10-01,2023-12-31,4,243,0.05
Aug 2023,SOM,16955266,Sanaag,Laasqoray idps rural,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Sanaag,Ceel afweyn (3),current,2023-08-01,2023-09-30,all,29476,1.0
Aug 2023,SOM,16955266,Sanaag,Ceel afweyn (3),current,2023-08-01,2023-09-30,3+,7368,0.25
Aug 2023,SOM,16955266,Sanaag,Ceel afweyn (3),current,2023-08-01,2023-09-30,1,11790,0.4
